macaque_cluster	primate_class	primate_neighborhood	primate_subclass	homology_neighborhood	homology_class	homology_subclass	homology_supertype	NOTES_NJJ		AIT21_neighborhood	AIT21_class	AIT21_subclass	AIT21_supertype	AIT21_cluster	size
164_IN	Interneuron	SN-STH	SN_STH	HY-EA-Glut-GABA	HY GABA	ZI Pax6 Gaba				HY-EA-Glut-GABA(0.48)| MB-HB-Glut-Sero-Dopa(0.36)| MB-HB-CB-GABA(0.11)	HY GABA(0.46)| MY Glut(0.34)	PGRN-PARN-MDRN Hoxb5 Glut(0.34)| ZI Pax6 Gaba(0.22)| LGv-ZI Otx2 Gaba(0.18)	PGRN-PARN-MDRN Hoxb5 Glut_2(0.34)| LGv-ZI Otx2 Gaba_4(0.18)| ZI Pax6 Gaba_1(0.1)	4347 PGRN-PARN-MDRN Hoxb5 Glut_2(0.34)| 1980 LGv-ZI Otx2 Gaba_4(0.18)| 1717 ZI Pax6 Gaba_1(0.1)	306
165_IN	Interneuron	SN-STH	SN_STH	HY-EA-Glut-GABA	HY GABA	ZI Pax6 Gaba				HY-EA-Glut-GABA(0.81)| MB-HB-Glut-Sero-Dopa(0.14)	HY GABA(0.8)| MY Glut(0.14)	ZI Pax6 Gaba(0.77)| PGRN-PARN-MDRN Hoxb5 Glut(0.14)	ZI Pax6 Gaba_4(0.46)| ZI Pax6 Gaba_2(0.21)| PGRN-PARN-MDRN Hoxb5 Glut_2(0.14)| ZI Pax6 Gaba_1(0.06)	1745 ZI Pax6 Gaba_4(0.2)| 1728 ZI Pax6 Gaba_2(0.19)| 4347 PGRN-PARN-MDRN Hoxb5 Glut_2(0.14)| 1741 ZI Pax6 Gaba_4(0.14)| 1742 ZI Pax6 Gaba_4(0.09)| 1717 ZI Pax6 Gaba_1(0.06)	466
166_IN	Interneuron	SN-STH	SN_STH	HY-EA-Glut-GABA	HY GABA	ZI Pax6 Gaba				HY-EA-Glut-GABA(0.74)| MB-HB-CB-GABA(0.15)| MB-HB-Glut-Sero-Dopa(0.07)	HY GABA(0.73)| MB GABA(0.13)| MY Glut(0.07)	LGv-ZI Otx2 Gaba(0.42)| ZI Pax6 Gaba(0.27)| PGRN-PARN-MDRN Hoxb5 Glut(0.07)	LGv-ZI Otx2 Gaba_4(0.29)| ZI Pax6 Gaba_3(0.13)| LGv-ZI Otx2 Gaba_5(0.12)| ZI Pax6 Gaba_1(0.1)| PGRN-PARN-MDRN Hoxb5 Glut_2(0.07)	1980 LGv-ZI Otx2 Gaba_4(0.29)| 1736 ZI Pax6 Gaba_3(0.12)| 1717 ZI Pax6 Gaba_1(0.1)| 1987 LGv-ZI Otx2 Gaba_5(0.08)| 4347 PGRN-PARN-MDRN Hoxb5 Glut_2(0.07)	775
167_IN	Interneuron	SN-STH	SN_STH	HY-EA-Glut-GABA	HY GABA	ZI Pax6 Gaba				HY-EA-Glut-GABA(0.88)| MB-HB-Glut-Sero-Dopa(0.08)	HY GABA(0.88)| MY Glut(0.08)	ZI Pax6 Gaba(0.88)| PGRN-PARN-MDRN Hoxb5 Glut(0.08)	ZI Pax6 Gaba_4(0.54)| ZI Pax6 Gaba_7(0.33)| PGRN-PARN-MDRN Hoxb5 Glut_2(0.08)	1758 ZI Pax6 Gaba_7(0.33)| 1742 ZI Pax6 Gaba_4(0.28)| 1739 ZI Pax6 Gaba_4(0.14)| 1741 ZI Pax6 Gaba_4(0.09)| 4347 PGRN-PARN-MDRN Hoxb5 Glut_2(0.08)	210
168_IN	Interneuron	SN-STH	SN_STH	HY-EA-Glut-GABA	HY GABA	ZI Pax6 Gaba				HY-EA-Glut-GABA(0.45)| MB-HB-CB-GABA(0.31)| MB-HB-Glut-Sero-Dopa(0.21)	HY GABA(0.45)| MY Glut(0.19)| MY GABA(0.14)| MB GABA(0.13)	ZI Pax6 Gaba(0.4)| PGRN-PARN-MDRN Hoxb5 Glut(0.19)| MY Lhx1 Gly-Gaba(0.14)| PRT Tcf7l2 Gaba(0.06)	ZI Pax6 Gaba_6(0.31)| PGRN-PARN-MDRN Hoxb5 Glut_2(0.19)| MY Lhx1 Gly-Gaba_1(0.13)| PRT Tcf7l2 Gaba_1(0.06)	1752 ZI Pax6 Gaba_6(0.23)| 4347 PGRN-PARN-MDRN Hoxb5 Glut_2(0.19)| 4854 MY Lhx1 Gly-Gaba_1(0.13)| 1754 ZI Pax6 Gaba_6(0.06)| 3606 PRT Tcf7l2 Gaba_1(0.06)	172
169_IN	Interneuron	SN-STH	SN_STH	HY-EA-Glut-GABA	HY GABA	ZI Pax6 Gaba				HY-EA-Glut-GABA(0.78)| MB-HB-Glut-Sero-Dopa(0.15)| MB-HB-CB-GABA(0.06)	HY GABA(0.78)| MY Glut(0.13)	ZI Pax6 Gaba(0.78)| PGRN-PARN-MDRN Hoxb5 Glut(0.13)	ZI Pax6 Gaba_7(0.36)| ZI Pax6 Gaba_4(0.33)| PGRN-PARN-MDRN Hoxb5 Glut_2(0.13)| ZI Pax6 Gaba_2(0.08)	1763 ZI Pax6 Gaba_7(0.2)| 1741 ZI Pax6 Gaba_4(0.2)| 4347 PGRN-PARN-MDRN Hoxb5 Glut_2(0.13)| 1758 ZI Pax6 Gaba_7(0.12)| 1745 ZI Pax6 Gaba_4(0.07)| 1726 ZI Pax6 Gaba_2(0.06)	120
170_IN	Interneuron	SN-STH	SN_STH	HY-EA-Glut-GABA	HY GABA	ZI Pax6 Gaba				HY-EA-Glut-GABA(0.82)| Subpallium-GABA;HY-EA-Glut-GABA(0.11)	HY GABA(0.81)| CNU-HYa GABA(0.11)	ZI Pax6 Gaba(0.66)| BST-MPN Six3 Nrgn Gaba(0.06)| LGv-ZI Otx2 Gaba(0.06)	ZI Pax6 Gaba_7(0.45)| ZI Pax6 Gaba_4(0.09)| ZI Pax6 Gaba_3(0.09)| BST-MPN Six3 Nrgn Gaba_4(0.06)| LGv-ZI Otx2 Gaba_4(0.06)	1764 ZI Pax6 Gaba_7(0.36)| 1743 ZI Pax6 Gaba_4(0.09)| 1761 ZI Pax6 Gaba_7(0.07)| 1980 LGv-ZI Otx2 Gaba_4(0.06)| 1733 ZI Pax6 Gaba_3(0.06)| 1548 BST-MPN Six3 Nrgn Gaba_4(0.06)	116
189_IN	Interneuron	SN-STH	SN_STH	HY-EA-Glut-GABA	HY GABA	ZI Pax6 Gaba		Macaque cluster doesn't express Pax6. Similar to Pax6 expressing clusters. Is NOT  glutamateric		HY-EA-Glut-GABA(0.65)| MB-HB-Glut-Sero-Dopa(0.17)| MB-HB-CB-GABA(0.12)	HY GABA(0.65)| MY Glut(0.13)| MB GABA(0.11)	ZI Pax6 Gaba(0.42)| LGv-ZI Otx2 Gaba(0.22)| PGRN-PARN-MDRN Hoxb5 Glut(0.13)| PRT Tcf7l2 Gaba(0.07)	ZI Pax6 Gaba_1(0.29)| LGv-ZI Otx2 Gaba_4(0.22)| PGRN-PARN-MDRN Hoxb5 Glut_2(0.13)| ZI Pax6 Gaba_11(0.12)	1717 ZI Pax6 Gaba_1(0.29)| 1980 LGv-ZI Otx2 Gaba_4(0.2)| 4347 PGRN-PARN-MDRN Hoxb5 Glut_2(0.13)| 1786 ZI Pax6 Gaba_11(0.1)	238
190_IN	Interneuron	SN-STH	SN_STH	HY-EA-Glut-GABA	HY GABA	ZI Pax6 Gaba		Macaque cluster doesn't express Pax6. Similar to Pax6 expressing clusters. Is NOT  glutamateric		MB-HB-Glut-Sero-Dopa(0.64)| HY-EA-Glut-GABA(0.25)| MB-HB-CB-GABA(0.1)	MY Glut(0.56)| HY GABA(0.25)| MB Glut(0.09)	PGRN-PARN-MDRN Hoxb5 Glut(0.56)| ZI Pax6 Gaba(0.23)| RN Spp1 Glut(0.08)	PGRN-PARN-MDRN Hoxb5 Glut_2(0.56)| ZI Pax6 Gaba_11(0.12)| ZI Pax6 Gaba_1(0.11)| RN Spp1 Glut_1(0.08)	4347 PGRN-PARN-MDRN Hoxb5 Glut_2(0.56)| 1717 ZI Pax6 Gaba_1(0.11)| 1786 ZI Pax6 Gaba_11(0.1)| 2761 RN Spp1 Glut_1(0.08)	232
191_IN	Interneuron	SN-STH	SN_STH	MB-HB-CB-GABA	MB GABA	PRT Tcf7l2 Gaba				MB-HB-CB-GABA(0.74)| MB-HB-Glut-Sero-Dopa(0.2)	MB GABA(0.57)| MY Glut(0.19)| P GABA(0.12)	MRN-VTN-PPN Pax5 Cdh23 Gaba(0.24)| PGRN-PARN-MDRN Hoxb5 Glut(0.19)| MRN-PPN-CUN Pax8 Gaba(0.1)| PRT Tcf7l2 Gaba(0.08)	MRN-VTN-PPN Pax5 Cdh23 Gaba_1(0.22)| PGRN-PARN-MDRN Hoxb5 Glut_2(0.19)| MRN-PPN-CUN Pax8 Gaba_1(0.1)| PRT Tcf7l2 Gaba_1(0.08)	3422 MRN-VTN-PPN Pax5 Cdh23 Gaba_1(0.2)| 4347 PGRN-PARN-MDRN Hoxb5 Glut_2(0.19)| 3409 MRN-PPN-CUN Pax8 Gaba_1(0.09)| 3606 PRT Tcf7l2 Gaba_1(0.08)	568
192_IN	Interneuron	SN-STH	SN_STH	MB-HB-CB-GABA	MB GABA	PRT Tcf7l2 Gaba				MB-HB-CB-GABA(0.88)| MB-HB-Glut-Sero-Dopa(0.07)	MB GABA(0.87)| MY Glut(0.06)	PRT Tcf7l2 Gaba(0.69)| SCm-PAG Cdh23 Gaba(0.13)| PGRN-PARN-MDRN Hoxb5 Glut(0.06)	PRT Tcf7l2 Gaba_1(0.62)| SCm-PAG Cdh23 Gaba_4(0.12)| PGRN-PARN-MDRN Hoxb5 Glut_2(0.06)	3606 PRT Tcf7l2 Gaba_1(0.46)| 3603 PRT Tcf7l2 Gaba_1(0.13)| 3720 SCm-PAG Cdh23 Gaba_4(0.12)| 4347 PGRN-PARN-MDRN Hoxb5 Glut_2(0.06)	216
193_IN	Interneuron	SN-STH	SN_STH	MB-HB-CB-GABA	MB GABA	PRT Tcf7l2 Gaba				MB-HB-CB-GABA(0.86)| MB-HB-Glut-Sero-Dopa(0.09)	MB GABA(0.72)| P GABA(0.11)| MY Glut(0.06)	SCm-PAG Cdh23 Gaba(0.22)| PAG-MRN-RN Foxa2 Gaba(0.15)| PRT Tcf7l2 Gaba(0.08)| IC Six3 En2 Gaba(0.07)| PGRN-PARN-MDRN Hoxb5 Glut(0.06)| LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba(0.06)| SCs Pax7 Nfia Gaba(0.06)	SCm-PAG Cdh23 Gaba_4(0.2)| PAG-MRN-RN Foxa2 Gaba_1(0.14)| PGRN-PARN-MDRN Hoxb5 Glut_2(0.06)	3720 SCm-PAG Cdh23 Gaba_4(0.2)| 3513 PAG-MRN-RN Foxa2 Gaba_1(0.12)| 4347 PGRN-PARN-MDRN Hoxb5 Glut_2(0.06)	392
194_IN	Interneuron	SN-STH	SN_STH	MB-HB-CB-GABA	MB GABA	PRT Tcf7l2 Gaba				MB-HB-CB-GABA(0.8)| MB-HB-Glut-Sero-Dopa(0.11)| HY-EA-Glut-GABA(0.07)	MB GABA(0.8)| HY GABA(0.07)| MY Glut(0.07)	PRT Tcf7l2 Gaba(0.77)| PGRN-PARN-MDRN Hoxb5 Glut(0.07)	PRT Tcf7l2 Gaba_1(0.77)| PGRN-PARN-MDRN Hoxb5 Glut_2(0.07)	3606 PRT Tcf7l2 Gaba_1(0.77)| 4347 PGRN-PARN-MDRN Hoxb5 Glut_2(0.07)	133
195_IN	Interneuron	SN-STH	SN_STH	MB-HB-CB-GABA	MB GABA	PRT Tcf7l2 Gaba				MB-HB-CB-GABA(0.8)| MB-HB-Glut-Sero-Dopa(0.17)	MB GABA(0.77)| MY Glut(0.16)	PRT Tcf7l2 Gaba(0.58)| PGRN-PARN-MDRN Hoxb5 Glut(0.16)| LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba(0.08)	PRT Tcf7l2 Gaba_1(0.56)| PGRN-PARN-MDRN Hoxb5 Glut_2(0.16)	3606 PRT Tcf7l2 Gaba_1(0.55)| 4347 PGRN-PARN-MDRN Hoxb5 Glut_2(0.16)	275
43_IN	Interneuron	MEIS2	SN_STH_GPe-MEIS2-OTX2	MB-HB-CB-GABA	MB GABA	SCsg Gabrr2 Gaba		JT: nonsensical match		MB-HB-CB-GABA(0.91)	MB GABA(0.9)	SCsg Gabrr2 Gaba(0.9)	SCsg Gabrr2 Gaba_1(0.9)	3806 SCsg Gabrr2 Gaba_1(0.9)	91
44_IN	Interneuron	MEIS2	SN_STH_GPe-MEIS2-OTX2	MB-HB-CB-GABA	MB GABA	SCsg Gabrr2 Gaba				MB-HB-CB-GABA	MB GABA	SCsg Gabrr2 Gaba	SCsg Gabrr2 Gaba_1	3806 SCsg Gabrr2 Gaba_1	136
45_IN	Interneuron	MEIS2	SN_STH_GPe-MEIS2-OTX2	MB-HB-CB-GABA	MB GABA	SCsg Gabrr2 Gaba				MB-HB-CB-GABA	MB GABA	SCsg Gabrr2 Gaba	SCsg Gabrr2 Gaba_1	3806 SCsg Gabrr2 Gaba_1	458
46_IN	Interneuron	MEIS2	SN_STH_GPe-MEIS2-OTX2	MB-HB-CB-GABA	MB GABA	SCsg Gabrr2 Gaba				MB-HB-CB-GABA	MB GABA	SCsg Gabrr2 Gaba	SCsg Gabrr2 Gaba_1	3806 SCsg Gabrr2 Gaba_1	702
47_IN	Interneuron	MEIS2	SN_STH_GPe-MEIS2-OTX2	MB-HB-CB-GABA	MB GABA	SCsg Gabrr2 Gaba				MB-HB-CB-GABA	MB GABA	SCsg Gabrr2 Gaba	SCsg Gabrr2 Gaba_1	3806 SCsg Gabrr2 Gaba_1	85
48_IN	Interneuron	MEIS2	SN_STH_GPe-MEIS2-OTX2	MB-HB-CB-GABA	MB GABA	SCsg Gabrr2 Gaba				MB-HB-CB-GABA	MB GABA	SCsg Gabrr2 Gaba	SCsg Gabrr2 Gaba_1	3806 SCsg Gabrr2 Gaba_1	1456
49_IN	Interneuron	MEIS2	SN_STH_GPe-MEIS2-OTX2	MB-HB-CB-GABA	MB GABA	SCsg Gabrr2 Gaba				MB-HB-CB-GABA	MB GABA	SCsg Gabrr2 Gaba	SCsg Gabrr2 Gaba_1	3806 SCsg Gabrr2 Gaba_1	183
198_IN	Interneuron	GATA3	SN_STH-GATA3	MB-HB-CB-GABA	P GABA	CS-PRNr-DR En1 Sox2 Gaba		not a good match based on spatial data		MB-HB-CB-GABA(0.85)| MB-HB-Glut-Sero-Dopa(0.14)	P GABA(0.48)| MY GABA(0.18)| MB GABA(0.18)| MY Glut(0.11)	CS-PRNr-DR En1 Sox2 Gaba(0.46)| MY Lhx1 Gly-Gaba(0.18)| PGRN-PARN-MDRN Hoxb5 Glut(0.11)| PRT Tcf7l2 Gaba(0.08)	CS-PRNr-DR En1 Sox2 Gaba_2(0.46)| MY Lhx1 Gly-Gaba_1(0.18)| PGRN-PARN-MDRN Hoxb5 Glut_2(0.11)| PRT Tcf7l2 Gaba_1(0.08)	4694 CS-PRNr-DR En1 Sox2 Gaba_2(0.23)| 4854 MY Lhx1 Gly-Gaba_1(0.18)| 4698 CS-PRNr-DR En1 Sox2 Gaba_2(0.17)| 4347 PGRN-PARN-MDRN Hoxb5 Glut_2(0.11)| 3606 PRT Tcf7l2 Gaba_1(0.08)	71
227_IN	Interneuron	GATA3	SN_STH-GATA3	MB-HB-CB-GABA	MB GABA	PRT Tcf7l2 Gaba | LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba		1 -> 2		MB-HB-CB-GABA(0.86)| HY-EA-Glut-GABA(0.06)| MB-HB-Glut-Sero-Dopa(0.06)	MB GABA(0.79)	LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba(0.32)| PRT Tcf7l2 Gaba(0.32)| SCm-PAG Cdh23 Gaba(0.06)	LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_1(0.28)| PRT Tcf7l2 Gaba_4(0.23)| PRT Tcf7l2 Gaba_5(0.08)	3629 PRT Tcf7l2 Gaba_4(0.2)| 3639 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_1(0.2)| 3632 PRT Tcf7l2 Gaba_5(0.08)| 3637 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_1(0.06)	101
228_IN	Interneuron	GATA3	SN_STH-GATA3	MB-HB-CB-GABA	MB GABA	PRT Tcf7l2 Gaba | LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba		1 -> 2		MB-HB-CB-GABA(0.92)	MB GABA(0.87)	PRT Tcf7l2 Gaba(0.46)| LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba(0.35)	LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_1(0.34)| PRT Tcf7l2 Gaba_1(0.24)| PRT Tcf7l2 Gaba_5(0.22)	3633 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_1(0.34)| 3606 PRT Tcf7l2 Gaba_1(0.23)| 3632 PRT Tcf7l2 Gaba_5(0.22)	205
229_IN	Interneuron	GATA3	SN_STH-GATA3	MB-HB-CB-GABA	MB GABA	PRT Tcf7l2 Gaba | LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba		1 -> 2		MB-HB-CB-GABA(0.82)| HY-EA-Glut-GABA(0.17)	MB GABA(0.77)| HY GABA(0.15)	LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba(0.48)| PRT Tcf7l2 Gaba(0.21)| SCm-PAG Cdh23 Gaba(0.06)| LGv-ZI Otx2 Gaba(0.06)	LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_6(0.41)| PRT Tcf7l2 Gaba_1(0.17)| LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_1(0.08)| SCm-PAG Cdh23 Gaba_4(0.06)| LGv-ZI Otx2 Gaba_4(0.06)	3664 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_6(0.41)| 3601 PRT Tcf7l2 Gaba_1(0.08)| 3720 SCm-PAG Cdh23 Gaba_4(0.06)| 1980 LGv-ZI Otx2 Gaba_4(0.06)| 3606 PRT Tcf7l2 Gaba_1(0.06)	66
230_IN	Interneuron	GATA3	SN_STH-GATA3	MB-HB-CB-GABA	MB GABA	PRT Tcf7l2 Gaba | LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba		1 -> 2		MB-HB-CB-GABA(0.95)	MB GABA(0.74)| MY GABA(0.17)	PRT Tcf7l2 Gaba(0.34)| LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba(0.31)| MY Lhx1 Gly-Gaba(0.17)| SCm-PAG Cdh23 Gaba(0.06)	LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_1(0.3)| PRT Tcf7l2 Gaba_5(0.2)| MY Lhx1 Gly-Gaba_1(0.17)| PRT Tcf7l2 Gaba_1(0.13)	3632 PRT Tcf7l2 Gaba_5(0.2)| 4854 MY Lhx1 Gly-Gaba_1(0.16)| 3633 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_1(0.14)| 3606 PRT Tcf7l2 Gaba_1(0.13)| 3639 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba_1(0.11)	114
196_IN	Interneuron	PAX8	SN_STH-PAX8	MB-HB-CB-GABA	MB GABA	SNr-VTA Pax5 Npas1 Gaba				MB-HB-CB-GABA(0.98)	MB GABA(0.95)	PAG-PPN Pax5 Sox21 Gaba(0.46)| SNr-VTA Pax5 Npas1 Gaba(0.36)| MRN-VTN-PPN Pax5 Cdh23 Gaba(0.07)	PAG-PPN Pax5 Sox21 Gaba_3(0.46)| SNr-VTA Pax5 Npas1 Gaba_1(0.33)| MRN-VTN-PPN Pax5 Cdh23 Gaba_1(0.07)	3453 PAG-PPN Pax5 Sox21 Gaba_3(0.45)| 3435 SNr-VTA Pax5 Npas1 Gaba_1(0.15)| 3433 SNr-VTA Pax5 Npas1 Gaba_1(0.15)| 3422 MRN-VTN-PPN Pax5 Cdh23 Gaba_1(0.07)	99
197_IN	Interneuron	PAX8	SN_STH-PAX8	MB-HB-CB-GABA	MB GABA	SNr-VTA Pax5 Npas1 Gaba				MB-HB-CB-GABA(0.96)	MB GABA(0.95)	SNr-VTA Pax5 Npas1 Gaba(0.58)| MRN-VTN-PPN Pax5 Cdh23 Gaba(0.25)| MRN-PPN-CUN Pax8 Gaba(0.08)	SNr-VTA Pax5 Npas1 Gaba_1(0.58)| MRN-VTN-PPN Pax5 Cdh23 Gaba_1(0.25)| MRN-PPN-CUN Pax8 Gaba_1(0.08)	3439 SNr-VTA Pax5 Npas1 Gaba_1(0.36)| 3422 MRN-VTN-PPN Pax5 Cdh23 Gaba_1(0.25)| 3435 SNr-VTA Pax5 Npas1 Gaba_1(0.11)| 3409 MRN-PPN-CUN Pax8 Gaba_1(0.08)| 3433 SNr-VTA Pax5 Npas1 Gaba_1(0.07)	283
238_IN	Interneuron	PAX8	SN_STH-PAX8	MB-HB-CB-GABA	MB GABA	SNr-VTA Pax5 Npas1 Gaba				MB-HB-CB-GABA	MB GABA(0.98)	SNr-VTA Pax5 Npas1 Gaba(0.57)| PAG-PPN Pax5 Sox21 Gaba(0.22)| MRN-VTN-PPN Pax5 Cdh23 Gaba(0.07)| MRN-PPN-CUN Pax8 Gaba(0.07)	SNr-VTA Pax5 Npas1 Gaba_2(0.55)| PAG-PPN Pax5 Sox21 Gaba_4(0.16)| MRN-VTN-PPN Pax5 Cdh23 Gaba_1(0.07)| MRN-PPN-CUN Pax8 Gaba_1(0.07)	3441 SNr-VTA Pax5 Npas1 Gaba_2(0.55)| 3460 PAG-PPN Pax5 Sox21 Gaba_4(0.11)| 3422 MRN-VTN-PPN Pax5 Cdh23 Gaba_1(0.07)| 3409 MRN-PPN-CUN Pax8 Gaba_1(0.07)	313
10_IN	Interneuron	SST	SST_Chodl	Subpallium-GABA	CNU-MGE GABA	Sst Chodl Gaba				Subpallium-GABA	CNU-MGE GABA(0.98)	Sst Chodl Gaba(0.97)	Sst Chodl Gaba_2(0.37)| Sst Chodl Gaba_1(0.32)| Sst Chodl Gaba_5(0.17)| Sst Chodl Gaba_3(0.1)	0846 Sst Chodl Gaba_1(0.18)| 0849 Sst Chodl Gaba_2(0.18)| 0860 Sst Chodl Gaba_5(0.16)| 0854 Sst Chodl Gaba_2(0.11)| 0848 Sst Chodl Gaba_1(0.09)| 0856 Sst Chodl Gaba_3(0.08)	246
18_IN	Interneuron	SST	SST_Chodl	Subpallium-GABA	CNU-MGE GABA	Sst Chodl Gaba				Subpallium-GABA(0.89)	CNU-MGE GABA(0.52)| CNU-LGE GABA(0.37)	Sst Chodl Gaba(0.52)| STR D2 Gaba(0.15)| STR D1 Gaba(0.07)| STR D1 Sema5a Gaba(0.07)	Sst Chodl Gaba_2(0.41)| STR D2 Gaba_2(0.1)| Sst Chodl Gaba_1(0.08)	0849 Sst Chodl Gaba_2(0.4)| 0977 STR D2 Gaba_2(0.1)| 0846 Sst Chodl Gaba_1(0.07)	147
5_IN	Interneuron	SST	SST_Chodl	Subpallium-GABA	CNU-MGE GABA	Sst Chodl Gaba				Subpallium-GABA(0.98)	CNU-MGE GABA(0.94)	Sst Chodl Gaba(0.94)	Sst Chodl Gaba_2(0.86)	0849 Sst Chodl Gaba_2(0.82)	1494
6_IN	Interneuron	SST	SST_Chodl	Subpallium-GABA	CNU-MGE GABA	Sst Chodl Gaba				Subpallium-GABA	CNU-MGE GABA(0.93)	Sst Chodl Gaba(0.93)	Sst Chodl Gaba_2(0.49)| Sst Chodl Gaba_1(0.2)| Sst Chodl Gaba_4(0.18)	0849 Sst Chodl Gaba_2(0.26)| 0850 Sst Chodl Gaba_2(0.2)| 0858 Sst Chodl Gaba_4(0.16)| 0846 Sst Chodl Gaba_1(0.12)	152
7_IN	Interneuron	SST	SST_Chodl	Subpallium-GABA	CNU-MGE GABA	Sst Chodl Gaba				Subpallium-GABA	CNU-MGE GABA(0.95)	Sst Chodl Gaba(0.95)	Sst Chodl Gaba_2(0.59)| Sst Chodl Gaba_1(0.26)| Sst Chodl Gaba_5(0.08)	0849 Sst Chodl Gaba_2(0.48)| 0846 Sst Chodl Gaba_1(0.24)| 0860 Sst Chodl Gaba_5(0.08)| 0852 Sst Chodl Gaba_2(0.06)	491
80_IN	Interneuron	SST	SST_Chodl	Subpallium-GABA	CNU-MGE GABA	Sst Chodl Gaba				Subpallium-GABA(0.7)| NN-IMN-GC(0.15)| Subpallium-GABA;NN-IMN-GC(0.07)	CNU-MGE GABA(0.48)| CTX-MGE GABA(0.21)| OPC-Oligo(0.09)| OB-IMN GABA(0.07)	Sst Chodl Gaba(0.46)| Sst Gaba(0.2)| OPC NN(0.06)	Sst Chodl Gaba_2(0.22)| Sst Chodl Gaba_1(0.22)| Sst Gaba_2(0.11)| Sst Gaba_18(0.07)| OPC NN_1(0.06)	0846 Sst Chodl Gaba_1(0.19)| 0849 Sst Chodl Gaba_2(0.19)| 0765 Sst Gaba_2(0.1)| 0825 Sst Gaba_18(0.07)| 5270 OPC NN_1(0.06)	183
8_IN	Interneuron	SST	SST_Chodl	Subpallium-GABA	CNU-MGE GABA	Sst Chodl Gaba				Subpallium-GABA(0.98)	CNU-MGE GABA(0.94)	Sst Chodl Gaba(0.94)	Sst Chodl Gaba_2(0.82)| Sst Chodl Gaba_1(0.07)	0849 Sst Chodl Gaba_2(0.58)| 0852 Sst Chodl Gaba_2(0.13)| 0850 Sst Chodl Gaba_2(0.07)	311
9_IN	Interneuron	SST	SST_Chodl	Subpallium-GABA	CNU-MGE GABA	Sst Chodl Gaba				Subpallium-GABA(0.97)	CNU-MGE GABA(0.95)	Sst Chodl Gaba(0.94)	Sst Chodl Gaba_1(0.87)| Sst Chodl Gaba_2(0.06)	0846 Sst Chodl Gaba_1(0.84)| 0849 Sst Chodl Gaba_2(0.06)	737
100_IN	Interneuron	SST	SST-ADARB2	Subpallium-GABA	CNU-MGE GABA	NDB-SI-MA-STRv Lhx8 Gaba		specifically supertype 0247		Subpallium-GABA;HY-EA-Glut-GABA(0.65)| Subpallium-GABA(0.3)	CNU-HYa GABA(0.65)| CNU-MGE GABA(0.24)	MEA-BST Lhx6 Sp9 Gaba(0.32)| NDB-SI-MA-STRv Lhx8 Gaba(0.24)| MEA-BST Lhx6 Nr2e1 Gaba(0.24)	MEA-BST Lhx6 Nr2e1 Gaba_2(0.22)| MEA-BST Lhx6 Sp9 Gaba_3(0.2)| NDB-SI-MA-STRv Lhx8 Gaba_1(0.15)| MEA-BST Lhx6 Sp9 Gaba_5(0.08)| NDB-SI-MA-STRv Lhx8 Gaba_10(0.06)	1251 MEA-BST Lhx6 Sp9 Gaba_3(0.18)| 1274 MEA-BST Lhx6 Nr2e1 Gaba_2(0.14)| 0863 NDB-SI-MA-STRv Lhx8 Gaba_1(0.11)| 1279 MEA-BST Lhx6 Nr2e1 Gaba_2(0.06)| 0914 NDB-SI-MA-STRv Lhx8 Gaba_10(0.06)	247
